Energy_au,CrossSection_au,CrossSection_Mb
1.000000e-03,2.951205e-02,8.264200e-01
4.020202e-03,2.710237e-02,7.589422e-01
7.040404e-03,2.778590e-02,7.780831e-01
1.006061e-02,3.324545e-02,9.309658e-01
1.308081e-02,3.379597e-02,9.463818e-01
1.610101e-02,3.436827e-02,9.624079e-01
1.912121e-02,3.496167e-02,9.790245e-01
2.214141e-02,3.557775e-02,9.962767e-01
2.516162e-02,3.621516e-02,1.014126e+00
2.818182e-02,3.687132e-02,1.032500e+00
3.120202e-02,3.754834e-02,1.051459e+00
3.422222e-02,3.824459e-02,1.070956e+00
3.724242e-02,3.895876e-02,1.090955e+00
4.026263e-02,3.968872e-02,1.111395e+00
4.328283e-02,4.043544e-02,1.132305e+00
4.630303e-02,4.119577e-02,1.153597e+00
4.932323e-02,4.196910e-02,1.175252e+00
5.234343e-02,4.275455e-02,1.197247e+00
5.536364e-02,4.355030e-02,1.219530e+00
5.838384e-02,4.435460e-02,1.242053e+00
6.140404e-02,4.516604e-02,1.264775e+00
6.442424e-02,4.598393e-02,1.287679e+00
6.744444e-02,4.680410e-02,1.310646e+00
7.046465e-02,4.762765e-02,1.333708e+00
7.348485e-02,4.845221e-02,1.356797e+00
7.650505e-02,4.927646e-02,1.379879e+00
7.952525e-02,5.009809e-02,1.402887e+00
8.254545e-02,5.091684e-02,1.425814e+00
8.556566e-02,5.172969e-02,1.448576e+00
8.858586e-02,5.253638e-02,1.471166e+00
9.160606e-02,5.333491e-02,1.493527e+00
9.462626e-02,5.412418e-02,1.515629e+00
9.764646e-02,5.490286e-02,1.537434e+00
1.006667e-01,5.615236e-02,1.572423e+00
1.036869e-01,5.690646e-02,1.593540e+00
1.067071e-01,5.764863e-02,1.614323e+00
1.097273e-01,5.837266e-02,1.634598e+00
1.127475e-01,5.908128e-02,1.654441e+00
1.157677e-01,5.977388e-02,1.673836e+00
1.187879e-01,6.044943e-02,1.692753e+00
1.218081e-01,6.110850e-02,1.711209e+00
1.248283e-01,6.174900e-02,1.729145e+00
1.278485e-01,6.237131e-02,1.746571e+00
1.308687e-01,6.297467e-02,1.763467e+00
1.338889e-01,6.355906e-02,1.779832e+00
1.369091e-01,6.412547e-02,1.795693e+00
1.399293e-01,6.467240e-02,1.811008e+00
1.429495e-01,6.520303e-02,1.825867e+00
1.459697e-01,6.571238e-02,1.840131e+00
1.489899e-01,6.620565e-02,1.853944e+00
1.520101e-01,6.668324e-02,1.867318e+00
1.550303e-01,6.713830e-02,1.880060e+00
1.580505e-01,6.757644e-02,1.892330e+00
1.610707e-01,6.800037e-02,1.904201e+00
1.640909e-01,6.840571e-02,1.915551e+00
1.671111e-01,6.879974e-02,1.926585e+00
1.701313e-01,6.916898e-02,1.936925e+00
1.731515e-01,6.953001e-02,1.947035e+00
1.761717e-01,6.987381e-02,1.956662e+00
1.791919e-01,7.020513e-02,1.965940e+00
1.822121e-01,7.052329e-02,1.974850e+00
1.852323e-01,7.082463e-02,1.983288e+00
1.882525e-01,7.111677e-02,1.991469e+00
1.912727e-01,7.139501e-02,1.999260e+00
1.942929e-01,7.166073e-02,2.006701e+00
1.973131e-01,7.192190e-02,2.014015e+00
2.003333e-01,7.216120e-02,2.020716e+00
2.033535e-01,7.239293e-02,2.027205e+00
2.063737e-01,7.261816e-02,2.033512e+00
2.093939e-01,7.283158e-02,2.039488e+00
2.124141e-01,7.303464e-02,2.045174e+00
2.154343e-01,7.322915e-02,2.050621e+00
2.184545e-01,7.341636e-02,2.055864e+00
2.214747e-01,7.359285e-02,2.060806e+00
2.244949e-01,7.376185e-02,2.065538e+00
2.275152e-01,7.392044e-02,2.069979e+00
2.305354e-01,7.407351e-02,2.074266e+00
2.335556e-01,7.421813e-02,2.078315e+00
2.365758e-01,7.436037e-02,2.082299e+00
2.395960e-01,7.448525e-02,2.085796e+00
2.426162e-01,7.460821e-02,2.089239e+00
2.456364e-01,7.472456e-02,2.092497e+00
2.486566e-01,7.483128e-02,2.095485e+00
2.516768e-01,7.493222e-02,2.098312e+00
2.546970e-01,7.503429e-02,2.101170e+00
2.577172e-01,7.511508e-02,2.103433e+00
2.607374e-01,7.519579e-02,2.105693e+00
2.637576e-01,7.527029e-02,2.107779e+00
2.667778e-01,7.534446e-02,2.109856e+00
2.697980e-01,7.539781e-02,2.111350e+00
2.728182e-01,7.545225e-02,2.112874e+00
2.758384e-01,7.549938e-02,2.114194e+00
2.788586e-01,7.553926e-02,2.115311e+00
2.818788e-01,7.557346e-02,2.116268e+00
2.848990e-01,7.560133e-02,2.117049e+00
2.879192e-01,7.562128e-02,2.117608e+00
2.909394e-01,7.563698e-02,2.118047e+00
2.939596e-01,7.564717e-02,2.118333e+00
2.969798e-01,7.564511e-02,2.118275e+00
3.000000e-01,7.563902e-02,2.118104e+00
3.100000e-01,7.557557e-02,2.116327e+00
3.270707e-01,7.530002e-02,2.108612e+00
3.441414e-01,7.482436e-02,2.095292e+00
3.612121e-01,7.416865e-02,2.076930e+00
3.782828e-01,7.335324e-02,2.054096e+00
3.953535e-01,7.240926e-02,2.027662e+00
4.124242e-01,7.137031e-02,1.998569e+00
4.294949e-01,7.027423e-02,1.967875e+00
4.465657e-01,6.915235e-02,1.936459e+00
4.636364e-01,6.803942e-02,1.905294e+00
4.807071e-01,6.696217e-02,1.875128e+00
4.977778e-01,6.594385e-02,1.846612e+00
5.148485e-01,6.500112e-02,1.820213e+00
5.319192e-01,6.414691e-02,1.796293e+00
5.489899e-01,6.339135e-02,1.775135e+00
5.660606e-01,6.273248e-02,1.756685e+00
5.831313e-01,6.217525e-02,1.741081e+00
6.002020e-01,6.172079e-02,1.728355e+00
6.172727e-01,6.134810e-02,1.717918e+00
6.343434e-01,6.106521e-02,1.709997e+00
6.514141e-01,6.085430e-02,1.704091e+00
6.684848e-01,6.071179e-02,1.700100e+00
6.855556e-01,6.060981e-02,1.697244e+00
7.026263e-01,6.054927e-02,1.695549e+00
7.196970e-01,6.050712e-02,1.694369e+00
7.367677e-01,6.047136e-02,1.693367e+00
7.538384e-01,6.042509e-02,1.692072e+00
7.709091e-01,6.035376e-02,1.690074e+00
7.879798e-01,6.024295e-02,1.686971e+00
8.050505e-01,6.008062e-02,1.682426e+00
8.221212e-01,5.985390e-02,1.676077e+00
8.391919e-01,5.955715e-02,1.667767e+00
8.562626e-01,5.918096e-02,1.657232e+00
8.733333e-01,5.872607e-02,1.644494e+00
8.904040e-01,5.819064e-02,1.629501e+00
9.074747e-01,5.758301e-02,1.612485e+00
9.245455e-01,5.689603e-02,1.593248e+00
9.416162e-01,5.614861e-02,1.572318e+00
9.586869e-01,5.534589e-02,1.549840e+00
9.757576e-01,5.450000e-02,1.526153e+00
9.928283e-01,5.362036e-02,1.501520e+00
1.009899e+00,5.271959e-02,1.476296e+00
1.026970e+00,5.180729e-02,1.450749e+00
1.044040e+00,5.089420e-02,1.425180e+00
1.061111e+00,4.998974e-02,1.399853e+00
1.078182e+00,4.909994e-02,1.374936e+00
1.095253e+00,4.823379e-02,1.350681e+00
1.112323e+00,4.739619e-02,1.327226e+00
1.129394e+00,4.659106e-02,1.304680e+00
1.146465e+00,4.582222e-02,1.283150e+00
1.163535e+00,4.509160e-02,1.262691e+00
1.180606e+00,4.440079e-02,1.243346e+00
1.197677e+00,4.374989e-02,1.225119e+00
1.214747e+00,4.313828e-02,1.207993e+00
1.231818e+00,4.256605e-02,1.191969e+00
1.248889e+00,4.203078e-02,1.176980e+00
1.265960e+00,4.153035e-02,1.162966e+00
1.283030e+00,4.106360e-02,1.149896e+00
1.300101e+00,4.062759e-02,1.137686e+00
1.317172e+00,4.021888e-02,1.126241e+00
1.334242e+00,3.983530e-02,1.115500e+00
1.351313e+00,3.947469e-02,1.105402e+00
1.368384e+00,3.913226e-02,1.095813e+00
1.385455e+00,3.880295e-02,1.086591e+00
1.402525e+00,3.848804e-02,1.077773e+00
1.419596e+00,3.818318e-02,1.069236e+00
1.436667e+00,3.788536e-02,1.060896e+00
1.453737e+00,3.759126e-02,1.052660e+00
1.470808e+00,3.729958e-02,1.044493e+00
1.487879e+00,3.700776e-02,1.036321e+00
1.504949e+00,3.671387e-02,1.028091e+00
1.522020e+00,3.641549e-02,1.019736e+00
1.539091e+00,3.611283e-02,1.011260e+00
1.556162e+00,3.580405e-02,1.002614e+00
1.573232e+00,3.548858e-02,9.937797e-01
1.590303e+00,3.516601e-02,9.847468e-01
1.607374e+00,3.483665e-02,9.755236e-01
1.624444e+00,3.449995e-02,9.660953e-01
1.641515e+00,3.415877e-02,9.565411e-01
1.658586e+00,3.380875e-02,9.467396e-01
1.675657e+00,3.345617e-02,9.368664e-01
1.692727e+00,3.309728e-02,9.268164e-01
1.709798e+00,3.274039e-02,9.168226e-01
1.726869e+00,3.237471e-02,9.065825e-01
1.743939e+00,3.201198e-02,8.964252e-01
1.761010e+00,3.164963e-02,8.862782e-01
1.778081e+00,3.129323e-02,8.762981e-01
1.795152e+00,3.093142e-02,8.661664e-01
1.812222e+00,3.058308e-02,8.564118e-01
1.829293e+00,3.022899e-02,8.464965e-01
1.846364e+00,2.988788e-02,8.369442e-01
1.863434e+00,2.954780e-02,8.274211e-01
1.880505e+00,2.921799e-02,8.181855e-01
1.897576e+00,2.889448e-02,8.091264e-01
1.914646e+00,2.857933e-02,8.003013e-01
1.931717e+00,2.827183e-02,7.916903e-01
1.948788e+00,2.797240e-02,7.833056e-01
1.965859e+00,2.768094e-02,7.751437e-01
1.982929e+00,2.739722e-02,7.671989e-01
2.000000e+00,2.712123e-02,7.594704e-01
