Energy_au,CrossSection_au,CrossSection_Mb
1.000000e-03,9.038868e-06,2.531136e-04
4.020202e-03,1.369746e-04,3.835672e-03
7.040404e-03,5.079495e-04,1.422401e-02
1.006061e-02,1.316718e-03,3.687180e-02
1.308081e-02,2.165978e-03,6.065346e-02
1.610101e-02,3.139104e-03,8.790369e-02
1.912121e-02,4.131211e-03,1.156855e-01
2.214141e-02,5.039299e-03,1.411145e-01
2.516162e-02,5.785247e-03,1.620031e-01
2.818182e-02,6.328510e-03,1.772160e-01
3.120202e-02,6.664602e-03,1.866275e-01
3.422222e-02,6.814537e-03,1.908261e-01
3.724242e-02,6.812882e-03,1.907798e-01
4.026263e-02,6.697136e-03,1.875386e-01
4.328283e-02,6.501022e-03,1.820468e-01
4.630303e-02,6.253596e-03,1.751182e-01
4.932323e-02,5.976389e-03,1.673556e-01
5.234343e-02,5.686060e-03,1.592256e-01
5.536364e-02,5.394064e-03,1.510489e-01
5.838384e-02,5.108130e-03,1.430419e-01
6.140404e-02,4.833614e-03,1.353547e-01
6.442424e-02,4.573671e-03,1.280756e-01
6.744444e-02,4.329871e-03,1.212485e-01
7.046465e-02,4.103081e-03,1.148978e-01
7.348485e-02,3.893482e-03,1.090284e-01
7.650505e-02,3.700542e-03,1.036255e-01
7.952525e-02,3.524006e-03,9.868203e-02
8.254545e-02,3.362503e-03,9.415950e-02
8.556566e-02,3.215667e-03,9.004767e-02
8.858586e-02,3.082270e-03,8.631219e-02
9.160606e-02,2.961469e-03,8.292943e-02
9.462626e-02,2.852352e-03,7.987385e-02
9.764646e-02,2.753932e-03,7.711780e-02
1.006667e-01,2.933334e-03,8.214157e-02
1.036869e-01,2.852542e-03,7.987916e-02
1.067071e-01,2.779759e-03,7.784104e-02
1.097273e-01,2.714149e-03,7.600378e-02
1.127475e-01,2.655055e-03,7.434897e-02
1.157677e-01,2.601896e-03,7.286036e-02
1.187879e-01,2.553905e-03,7.151649e-02
1.218081e-01,2.510756e-03,7.030819e-02
1.248283e-01,2.471707e-03,6.921472e-02
1.278485e-01,2.436447e-03,6.822733e-02
1.308687e-01,2.404530e-03,6.733358e-02
1.338889e-01,2.375593e-03,6.652325e-02
1.369091e-01,2.349224e-03,6.578485e-02
1.399293e-01,2.325035e-03,6.510749e-02
1.429495e-01,2.302887e-03,6.448729e-02
1.459697e-01,2.282470e-03,6.391556e-02
1.489899e-01,2.263533e-03,6.338527e-02
1.520101e-01,2.245911e-03,6.289179e-02
1.550303e-01,2.229366e-03,6.242849e-02
1.580505e-01,2.213823e-03,6.199326e-02
1.610707e-01,2.199081e-03,6.158042e-02
1.640909e-01,2.185074e-03,6.118819e-02
1.671111e-01,2.171726e-03,6.081442e-02
1.701313e-01,2.158845e-03,6.045370e-02
1.731515e-01,2.146510e-03,6.010830e-02
1.761717e-01,2.134627e-03,5.977554e-02
1.791919e-01,2.123154e-03,5.945427e-02
1.822121e-01,2.112078e-03,5.914410e-02
1.852323e-01,2.101374e-03,5.884437e-02
1.882525e-01,2.091083e-03,5.855618e-02
1.912727e-01,2.081111e-03,5.827693e-02
1.942929e-01,2.071578e-03,5.800998e-02
1.973131e-01,2.062555e-03,5.775730e-02
2.003333e-01,2.053690e-03,5.750908e-02
2.033535e-01,2.045403e-03,5.727700e-02
2.063737e-01,2.037580e-03,5.705793e-02
2.093939e-01,2.030240e-03,5.685241e-02
2.124141e-01,2.023406e-03,5.666104e-02
2.154343e-01,2.017115e-03,5.648487e-02
2.184545e-01,2.011358e-03,5.632365e-02
2.214747e-01,2.006170e-03,5.617839e-02
2.244949e-01,2.001568e-03,5.604952e-02
2.275152e-01,1.997573e-03,5.593763e-02
2.305354e-01,1.994154e-03,5.584189e-02
2.335556e-01,1.991362e-03,5.576371e-02
2.365758e-01,1.989259e-03,5.570482e-02
2.395960e-01,1.987655e-03,5.565989e-02
2.426162e-01,1.986630e-03,5.563121e-02
