Energy_au,CrossSection_au,CrossSection_Mb
1.000000e-03,1.000647e-03,2.802093e-02
4.020202e-03,1.054022e-03,2.951557e-02
7.040404e-03,1.178417e-03,3.299899e-02
1.006061e-02,9.296149e-04,2.603182e-02
1.308081e-02,1.591353e-03,4.456234e-02
1.610101e-02,2.358665e-03,6.604921e-02
1.912121e-02,3.170881e-03,8.879354e-02
2.214141e-02,3.969482e-03,1.111566e-01
2.516162e-02,4.704126e-03,1.317287e-01
2.818182e-02,5.338449e-03,1.494915e-01
3.120202e-02,5.850379e-03,1.638270e-01
3.422222e-02,6.231720e-03,1.745056e-01
3.724242e-02,6.485444e-03,1.816106e-01
4.026263e-02,6.622493e-03,1.854483e-01
4.328283e-02,6.658339e-03,1.864521e-01
4.630303e-02,6.610342e-03,1.851081e-01
4.932323e-02,6.495631e-03,1.818959e-01
5.234343e-02,6.330157e-03,1.772621e-01
5.536364e-02,6.127726e-03,1.715935e-01
5.838384e-02,5.900196e-03,1.652220e-01
6.140404e-02,5.657175e-03,1.584167e-01
6.442424e-02,5.406222e-03,1.513894e-01
6.744444e-02,5.153430e-03,1.443105e-01
7.046465e-02,4.903319e-03,1.373067e-01
7.348485e-02,4.659172e-03,1.304699e-01
7.650505e-02,4.423570e-03,1.238724e-01
7.952525e-02,4.198144e-03,1.175598e-01
8.254545e-02,3.983756e-03,1.115563e-01
8.556566e-02,3.781402e-03,1.058899e-01
8.858586e-02,3.591189e-03,1.005634e-01
9.160606e-02,3.413228e-03,9.557995e-02
9.462626e-02,3.247365e-03,9.093532e-02
9.764646e-02,3.093226e-03,8.661899e-02
1.006667e-01,3.189999e-03,8.932891e-02
1.036869e-01,3.059484e-03,8.567413e-02
1.067071e-01,2.939246e-03,8.230712e-02
1.097273e-01,2.829027e-03,7.922067e-02
1.127475e-01,2.727992e-03,7.639142e-02
1.157677e-01,2.635713e-03,7.380734e-02
1.187879e-01,2.551559e-03,7.145080e-02
1.218081e-01,2.474989e-03,6.930661e-02
1.248283e-01,2.405560e-03,6.736241e-02
1.278485e-01,2.342715e-03,6.560259e-02
1.308687e-01,2.286003e-03,6.401448e-02
1.338889e-01,2.234887e-03,6.258311e-02
1.369091e-01,2.188905e-03,6.129547e-02
1.399293e-01,2.147692e-03,6.014139e-02
1.429495e-01,2.110821e-03,5.910890e-02
1.459697e-01,2.077962e-03,5.818876e-02
1.489899e-01,2.048711e-03,5.736963e-02
1.520101e-01,2.022748e-03,5.664261e-02
1.550303e-01,1.999753e-03,5.599868e-02
1.580505e-01,1.979433e-03,5.542967e-02
1.610707e-01,1.961508e-03,5.492772e-02
1.640909e-01,1.945745e-03,5.448632e-02
1.671111e-01,1.931908e-03,5.409884e-02
1.701313e-01,1.919738e-03,5.375803e-02
1.731515e-01,1.909082e-03,5.345964e-02
1.761717e-01,1.899745e-03,5.319817e-02
1.791919e-01,1.891595e-03,5.296995e-02
1.822121e-01,1.884472e-03,5.277050e-02
1.852323e-01,1.878104e-03,5.259218e-02
1.882525e-01,1.872590e-03,5.243777e-02
1.912727e-01,1.867680e-03,5.230028e-02
1.942929e-01,1.863356e-03,5.217919e-02
1.973131e-01,1.859490e-03,5.207093e-02
2.003333e-01,1.856099e-03,5.197597e-02
2.033535e-01,1.852970e-03,5.188836e-02
2.063737e-01,1.850188e-03,5.181045e-02
2.093939e-01,1.847664e-03,5.173977e-02
2.124141e-01,1.845387e-03,5.167601e-02
2.154343e-01,1.843322e-03,5.161817e-02
2.184545e-01,1.841485e-03,5.156673e-02
2.214747e-01,1.839789e-03,5.151925e-02
2.244949e-01,1.838283e-03,5.147707e-02
2.275152e-01,1.836968e-03,5.144025e-02
2.305354e-01,1.835836e-03,5.140854e-02
2.335556e-01,1.834898e-03,5.138228e-02
2.365758e-01,1.834149e-03,5.136131e-02
2.395960e-01,1.833605e-03,5.134608e-02
2.426162e-01,1.833267e-03,5.133660e-02
2.456364e-01,1.833162e-03,5.133367e-02
2.486566e-01,1.833292e-03,5.133732e-02
2.516768e-01,1.833662e-03,5.134766e-02
2.546970e-01,1.834400e-03,5.136833e-02
2.577172e-01,1.835165e-03,5.138976e-02
2.607374e-01,1.836312e-03,5.142188e-02
2.637576e-01,1.837717e-03,5.146121e-02
2.667778e-01,1.839404e-03,5.150847e-02
2.697980e-01,1.841339e-03,5.156265e-02
2.728182e-01,1.843541e-03,5.162431e-02
2.758384e-01,1.846003e-03,5.169324e-02
2.788586e-01,1.848709e-03,5.176904e-02
2.818788e-01,1.851700e-03,5.185278e-02
2.848990e-01,1.854801e-03,5.193962e-02
2.879192e-01,1.858180e-03,5.203425e-02
2.909394e-01,1.861707e-03,5.213300e-02
2.939596e-01,1.865389e-03,5.223610e-02
2.969798e-01,1.869178e-03,5.234221e-02
3.000000e-01,1.873100e-03,5.245204e-02
3.100000e-01,1.886378e-03,5.282386e-02
3.270707e-01,1.907117e-03,5.340463e-02
3.441414e-01,1.919300e-03,5.374577e-02
3.612121e-01,1.915999e-03,5.365333e-02
3.782828e-01,1.891714e-03,5.297328e-02
3.953535e-01,1.843275e-03,5.161685e-02
4.124242e-01,1.770280e-03,4.957281e-02
4.294949e-01,1.674952e-03,4.690335e-02
4.465657e-01,1.561447e-03,4.372490e-02
4.636364e-01,1.434897e-03,4.018114e-02
4.807071e-01,1.300861e-03,3.642776e-02
4.977778e-01,1.164528e-03,3.261006e-02
5.148485e-01,1.030307e-03,2.885148e-02
5.319192e-01,9.016764e-04,2.524946e-02
5.489899e-01,7.812086e-04,2.187603e-02
5.660606e-01,6.705488e-04,1.877725e-02
5.831313e-01,5.706074e-04,1.597860e-02
6.002020e-01,4.817648e-04,1.349076e-02
6.172727e-01,4.038116e-04,1.130786e-02
6.343434e-01,3.363979e-04,9.420084e-03
6.514141e-01,2.788497e-04,7.808572e-03
6.684848e-01,2.303894e-04,6.451549e-03
6.855556e-01,1.901700e-04,5.325292e-03
7.026263e-01,1.573250e-04,4.405540e-03
7.196970e-01,1.310049e-04,3.668504e-03
7.367677e-01,1.104036e-04,3.091611e-03
7.538384e-01,9.475358e-05,2.653366e-03
7.709091e-01,8.334912e-05,2.334009e-03
7.879798e-01,7.553859e-05,2.115292e-03
8.050505e-01,7.072112e-05,1.980389e-03
8.221212e-01,6.834358e-05,1.913812e-03
8.391919e-01,6.789523e-05,1.901256e-03
8.562626e-01,6.892044e-05,1.929965e-03
8.733333e-01,7.092944e-05,1.986223e-03
8.904040e-01,7.357441e-05,2.060289e-03
9.074747e-01,7.648616e-05,2.141827e-03
9.245455e-01,7.933831e-05,2.221695e-03
9.416162e-01,8.187853e-05,2.292828e-03
9.586869e-01,8.389397e-05,2.349266e-03
9.757576e-01,8.521718e-05,2.386320e-03
9.928283e-01,8.575630e-05,2.401416e-03
1.009899e+00,8.545697e-05,2.393035e-03
1.026970e+00,8.431237e-05,2.360982e-03
1.044040e+00,8.235686e-05,2.306223e-03
1.061111e+00,7.965770e-05,2.230639e-03
1.078182e+00,7.630354e-05,2.136713e-03
1.095253e+00,7.239977e-05,2.027396e-03
1.112323e+00,6.805483e-05,1.905726e-03
1.129394e+00,6.338764e-05,1.775031e-03
1.146465e+00,5.850885e-05,1.638412e-03
1.163535e+00,5.352149e-05,1.498751e-03
1.180606e+00,4.852104e-05,1.358725e-03
1.197677e+00,4.359059e-05,1.220659e-03
1.214747e+00,3.880121e-05,1.086542e-03
1.231818e+00,3.421266e-05,9.580501e-04
1.248889e+00,2.987029e-05,8.364519e-04
1.265960e+00,2.581138e-05,7.227909e-04
1.283030e+00,2.206181e-05,6.177925e-04
1.300101e+00,1.863697e-05,5.218875e-04
1.317172e+00,1.554546e-05,4.353165e-04
1.334242e+00,1.278844e-05,3.581123e-04
1.351313e+00,1.036028e-05,2.901167e-04
1.368384e+00,8.251001e-06,2.310511e-04
1.385455e+00,6.446146e-06,1.805101e-04
1.402525e+00,4.927712e-06,1.379897e-04
1.419596e+00,3.675248e-06,1.029172e-04
1.436667e+00,2.666474e-06,7.466873e-05
1.453737e+00,1.877673e-06,5.258009e-05
1.470808e+00,1.284562e-06,3.597132e-05
1.487879e+00,8.626329e-07,2.415614e-05
1.504949e+00,5.876913e-07,1.645700e-05
1.522020e+00,4.362498e-07,1.221622e-05
1.539091e+00,3.858315e-07,1.080436e-05
1.556162e+00,4.154110e-07,1.163267e-05
1.573232e+00,5.055185e-07,1.415593e-05
1.590303e+00,6.385045e-07,1.787991e-05
1.607374e+00,7.986694e-07,2.236498e-05
1.624444e+00,9.723518e-07,2.722857e-05
1.641515e+00,1.148076e-06,3.214935e-05
1.658586e+00,1.315889e-06,3.684857e-05
1.675657e+00,1.468611e-06,4.112521e-05
1.692727e+00,1.600355e-06,4.481441e-05
1.709798e+00,1.707193e-06,4.780620e-05
1.726869e+00,1.786642e-06,5.003097e-05
1.743939e+00,1.837722e-06,5.146135e-05
1.761010e+00,1.860538e-06,5.210028e-05
1.778081e+00,1.856248e-06,5.198014e-05
1.795152e+00,1.826760e-06,5.115439e-05
1.812222e+00,1.774641e-06,4.969493e-05
1.829293e+00,1.702728e-06,4.768117e-05
1.846364e+00,1.614830e-06,4.521977e-05
1.863434e+00,1.512863e-06,4.236439e-05
1.880505e+00,1.401581e-06,3.924820e-05
1.897576e+00,1.283804e-06,3.595011e-05
1.914646e+00,1.162588e-06,3.255573e-05
1.931717e+00,1.040810e-06,2.914559e-05
1.948788e+00,9.210204e-07,2.579115e-05
1.965859e+00,8.054347e-07,2.255443e-05
1.982929e+00,6.959593e-07,1.948881e-05
2.000000e+00,5.941209e-07,1.663705e-05
