Energy_au,CrossSection_au,CrossSection_Mb
1.000000e-03,1.455235e-03,4.075064e-02
4.020202e-03,1.192010e-02,3.337963e-01
7.040404e-03,2.659383e-02,7.447016e-01
1.006061e-02,4.258362e-02,1.192460e+00
1.308081e-02,5.614564e-02,1.572235e+00
1.610101e-02,6.673607e-02,1.868797e+00
1.912121e-02,7.434699e-02,2.081924e+00
2.214141e-02,7.947015e-02,2.225387e+00
2.516162e-02,8.272071e-02,2.316412e+00
2.818182e-02,8.464478e-02,2.370291e+00
3.120202e-02,8.567665e-02,2.399186e+00
3.422222e-02,8.613006e-02,2.411883e+00
3.724242e-02,8.622499e-02,2.414541e+00
4.026263e-02,8.611253e-02,2.411392e+00
4.328283e-02,8.589632e-02,2.405338e+00
4.630303e-02,8.564461e-02,2.398289e+00
4.932323e-02,8.540251e-02,2.391509e+00
5.234343e-02,8.519934e-02,2.385820e+00
5.536364e-02,8.505341e-02,2.381734e+00
5.838384e-02,8.497596e-02,2.379565e+00
6.140404e-02,8.497395e-02,2.379509e+00
6.442424e-02,8.505054e-02,2.381653e+00
6.744444e-02,8.520175e-02,2.385888e+00
7.046465e-02,8.543211e-02,2.392338e+00
7.348485e-02,8.573759e-02,2.400893e+00
7.650505e-02,8.611720e-02,2.411523e+00
7.952525e-02,8.657183e-02,2.424254e+00
8.254545e-02,8.707576e-02,2.438365e+00
8.556566e-02,8.765103e-02,2.454474e+00
8.858586e-02,8.828509e-02,2.472230e+00
9.160606e-02,8.897428e-02,2.491529e+00
9.462626e-02,8.971487e-02,2.512268e+00
9.764646e-02,9.050334e-02,2.534347e+00
1.006667e-01,9.121474e-02,2.554268e+00
1.036869e-01,9.209448e-02,2.578903e+00
1.067071e-01,9.301478e-02,2.604674e+00
1.097273e-01,9.396014e-02,2.631147e+00
1.127475e-01,9.493659e-02,2.658490e+00
1.157677e-01,9.594103e-02,2.686617e+00
1.187879e-01,9.696312e-02,2.715239e+00
1.218081e-01,9.800528e-02,2.744422e+00
1.248283e-01,9.905847e-02,2.773914e+00
1.278485e-01,1.001227e-01,2.803716e+00
1.308687e-01,1.011953e-01,2.833753e+00
1.338889e-01,1.022689e-01,2.863816e+00
1.369091e-01,1.033418e-01,2.893858e+00
1.399293e-01,1.044121e-01,2.923830e+00
1.429495e-01,1.054676e-01,2.953389e+00
1.459697e-01,1.065107e-01,2.982597e+00
1.489899e-01,1.075408e-01,3.011443e+00
1.520101e-01,1.085534e-01,3.039800e+00
1.550303e-01,1.095377e-01,3.067361e+00
1.580505e-01,1.104964e-01,3.094208e+00
1.610707e-01,1.114291e-01,3.120326e+00
1.640909e-01,1.123231e-01,3.145362e+00
1.671111e-01,1.131900e-01,3.169637e+00
1.701313e-01,1.140059e-01,3.192485e+00
1.731515e-01,1.147870e-01,3.214358e+00
1.761717e-01,1.155223e-01,3.234948e+00
1.791919e-01,1.162136e-01,3.254305e+00
1.822121e-01,1.168594e-01,3.272391e+00
1.852323e-01,1.174508e-01,3.288951e+00
1.882525e-01,1.179904e-01,3.304062e+00
1.912727e-01,1.184794e-01,3.317755e+00
1.942929e-01,1.189139e-01,3.329923e+00
1.973131e-01,1.192928e-01,3.340531e+00
2.003333e-01,1.196181e-01,3.349641e+00
2.033535e-01,1.198865e-01,3.357157e+00
2.063737e-01,1.200995e-01,3.363122e+00
2.093939e-01,1.202549e-01,3.367473e+00
2.124141e-01,1.203570e-01,3.370334e+00
2.154343e-01,1.204026e-01,3.371609e+00
2.184545e-01,1.203912e-01,3.371291e+00
2.214747e-01,1.203275e-01,3.369507e+00
2.244949e-01,1.202117e-01,3.366263e+00
2.275152e-01,1.200425e-01,3.361525e+00
2.305354e-01,1.198232e-01,3.355384e+00
2.335556e-01,1.195544e-01,3.347857e+00
2.365758e-01,1.192399e-01,3.339051e+00
2.395960e-01,1.188763e-01,3.328869e+00
2.426162e-01,1.184672e-01,3.317414e+00
2.456364e-01,1.180145e-01,3.304736e+00
2.486566e-01,1.175230e-01,3.290973e+00
2.516768e-01,1.169897e-01,3.276040e+00
2.546970e-01,1.164255e-01,3.260241e+00
2.577172e-01,1.158130e-01,3.243089e+00
2.607374e-01,1.151726e-01,3.225154e+00
2.637576e-01,1.145010e-01,3.206347e+00
2.667778e-01,1.138004e-01,3.186731e+00
2.697980e-01,1.130645e-01,3.166124e+00
2.728182e-01,1.123045e-01,3.144840e+00
2.758384e-01,1.115198e-01,3.122868e+00
2.788586e-01,1.107126e-01,3.100263e+00
2.818788e-01,1.098847e-01,3.077079e+00
2.848990e-01,1.090315e-01,3.053187e+00
2.879192e-01,1.081619e-01,3.028835e+00
2.909394e-01,1.072756e-01,3.004017e+00
2.939596e-01,1.063719e-01,2.978711e+00
2.969798e-01,1.054550e-01,2.953036e+00
3.000000e-01,1.045257e-01,2.927013e+00
3.100000e-01,1.013664e-01,2.838544e+00
3.270707e-01,9.578954e-02,2.682375e+00
3.441414e-01,9.012097e-02,2.523640e+00
3.612121e-01,8.448518e-02,2.365821e+00
3.782828e-01,7.896651e-02,2.211284e+00
3.953535e-01,7.363142e-02,2.061886e+00
4.124242e-01,6.852182e-02,1.918803e+00
4.294949e-01,6.366971e-02,1.782930e+00
4.465657e-01,5.909165e-02,1.654732e+00
4.636364e-01,5.480284e-02,1.534633e+00
4.807071e-01,5.080514e-02,1.422686e+00
4.977778e-01,4.709940e-02,1.318915e+00
5.148485e-01,4.367986e-02,1.223158e+00
5.319192e-01,4.053524e-02,1.135100e+00
5.489899e-01,3.765726e-02,1.054509e+00
5.660606e-01,3.501916e-02,9.806346e-01
5.831313e-01,3.261504e-02,9.133125e-01
6.002020e-01,3.043080e-02,8.521475e-01
6.172727e-01,2.842708e-02,7.960378e-01
6.343434e-01,2.660718e-02,7.450755e-01
6.514141e-01,2.494700e-02,6.985858e-01
6.684848e-01,2.343130e-02,6.561421e-01
6.855556e-01,2.204226e-02,6.172450e-01
7.026263e-01,2.076769e-02,5.815534e-01
7.196970e-01,1.959440e-02,5.486980e-01
7.367677e-01,1.851136e-02,5.183700e-01
7.538384e-01,1.750805e-02,4.902745e-01
7.709091e-01,1.657559e-02,4.641629e-01
7.879798e-01,1.570610e-02,4.398147e-01
8.050505e-01,1.489318e-02,4.170507e-01
8.221212e-01,1.413215e-02,3.957399e-01
8.391919e-01,1.341512e-02,3.756609e-01
8.562626e-01,1.274650e-02,3.569377e-01
8.733333e-01,1.210736e-02,3.390399e-01
8.904040e-01,1.150961e-02,3.223013e-01
9.074747e-01,1.094641e-02,3.065303e-01
9.245455e-01,1.041602e-02,2.916778e-01
9.416162e-01,9.917089e-03,2.777063e-01
9.586869e-01,9.447877e-03,2.645670e-01
9.757576e-01,9.006995e-03,2.522211e-01
9.928283e-01,8.593824e-03,2.406511e-01
1.009899e+00,8.207059e-03,2.298206e-01
1.026970e+00,7.845543e-03,2.196972e-01
1.044040e+00,7.507554e-03,2.102325e-01
1.061111e+00,7.192538e-03,2.014112e-01
1.078182e+00,6.899000e-03,1.931913e-01
1.095253e+00,6.625711e-03,1.855384e-01
1.112323e+00,6.371384e-03,1.784166e-01
1.129394e+00,6.134823e-03,1.717922e-01
1.146465e+00,5.914778e-03,1.656303e-01
1.163535e+00,5.710057e-03,1.598976e-01
1.180606e+00,5.519481e-03,1.545609e-01
1.197677e+00,5.341857e-03,1.495870e-01
1.214747e+00,5.176282e-03,1.449504e-01
1.231818e+00,5.021348e-03,1.406118e-01
1.248889e+00,4.876419e-03,1.365534e-01
1.265960e+00,4.740380e-03,1.327439e-01
1.283030e+00,4.612413e-03,1.291605e-01
1.300101e+00,4.491658e-03,1.257790e-01
1.317172e+00,4.377274e-03,1.225759e-01
1.334242e+00,4.268634e-03,1.195337e-01
1.351313e+00,4.165038e-03,1.166327e-01
1.368384e+00,4.067097e-03,1.138901e-01
1.385455e+00,3.970459e-03,1.111840e-01
1.402525e+00,3.878492e-03,1.086086e-01
1.419596e+00,3.789549e-03,1.061180e-01
1.436667e+00,3.702822e-03,1.036894e-01
1.453737e+00,3.618480e-03,1.013276e-01
1.470808e+00,3.535898e-03,9.901503e-02
1.487879e+00,3.455002e-03,9.674972e-02
1.504949e+00,3.375610e-03,9.452655e-02
1.522020e+00,3.298404e-03,9.236456e-02
1.539091e+00,3.220386e-03,9.017983e-02
1.556162e+00,3.144496e-03,8.805470e-02
1.573232e+00,3.069667e-03,8.595928e-02
1.590303e+00,2.995851e-03,8.389222e-02
1.607374e+00,2.923094e-03,8.185482e-02
1.624444e+00,2.851451e-03,7.984862e-02
