Energy_au,CrossSection_au,CrossSection_Mb
1.000000e-03,2.391340e-02,6.696420e-01
4.020202e-03,2.600470e-01,7.282043e+00
7.040404e-03,4.912208e-01,1.375556e+01
1.006061e-02,5.298559e-01,1.483745e+01
1.308081e-02,4.858163e-01,1.360422e+01
1.610101e-02,4.351437e-01,1.218524e+01
1.912121e-02,3.924643e-01,1.099010e+01
2.214141e-02,3.583848e-01,1.003578e+01
2.516162e-02,3.312267e-01,9.275274e+00
2.818182e-02,3.092931e-01,8.661073e+00
3.120202e-02,2.913495e-01,8.158603e+00
3.422222e-02,2.764768e-01,7.742123e+00
3.724242e-02,2.639872e-01,7.392382e+00
4.026263e-02,2.534146e-01,7.096319e+00
4.328283e-02,2.443853e-01,6.843474e+00
4.630303e-02,2.366237e-01,6.626127e+00
4.932323e-02,2.299183e-01,6.438356e+00
5.234343e-02,2.240908e-01,6.275171e+00
5.536364e-02,2.190241e-01,6.133287e+00
5.838384e-02,2.145879e-01,6.009063e+00
6.140404e-02,2.107151e-01,5.900613e+00
6.442424e-02,2.073310e-01,5.805849e+00
6.744444e-02,2.043552e-01,5.722517e+00
7.046465e-02,2.017563e-01,5.649741e+00
7.348485e-02,1.994789e-01,5.585967e+00
7.650505e-02,1.974904e-01,5.530284e+00
7.952525e-02,1.957672e-01,5.482031e+00
8.254545e-02,1.942431e-01,5.439352e+00
8.556566e-02,1.929288e-01,5.402547e+00
8.858586e-02,1.917914e-01,5.370697e+00
9.160606e-02,1.908072e-01,5.343135e+00
9.462626e-02,1.899576e-01,5.319343e+00
9.764646e-02,1.892276e-01,5.298901e+00
1.006667e-01,1.887241e-01,5.284804e+00
1.036869e-01,1.881816e-01,5.269613e+00
1.067071e-01,1.877192e-01,5.256664e+00
1.097273e-01,1.873224e-01,5.245552e+00
1.127475e-01,1.869721e-01,5.235743e+00
1.157677e-01,1.866659e-01,5.227167e+00
1.187879e-01,1.863879e-01,5.219383e+00
1.218081e-01,1.861278e-01,5.212101e+00
1.248283e-01,1.858849e-01,5.205298e+00
1.278485e-01,1.856424e-01,5.198508e+00
1.308687e-01,1.854006e-01,5.191735e+00
1.338889e-01,1.851462e-01,5.184611e+00
1.369091e-01,1.848700e-01,5.176877e+00
1.399293e-01,1.845763e-01,5.168653e+00
1.429495e-01,1.842548e-01,5.159651e+00
1.459697e-01,1.838979e-01,5.149656e+00
1.489899e-01,1.835057e-01,5.138672e+00
1.520101e-01,1.830691e-01,5.126448e+00
1.550303e-01,1.825915e-01,5.113073e+00
1.580505e-01,1.820677e-01,5.098405e+00
1.610707e-01,1.814949e-01,5.082364e+00
1.640909e-01,1.808689e-01,5.064836e+00
1.671111e-01,1.801896e-01,5.045812e+00
1.701313e-01,1.794572e-01,5.025304e+00
1.731515e-01,1.786775e-01,5.003470e+00
1.761717e-01,1.778328e-01,4.979818e+00
1.791919e-01,1.769385e-01,4.954775e+00
1.822121e-01,1.759948e-01,4.928348e+00
1.852323e-01,1.749929e-01,4.900290e+00
1.882525e-01,1.739433e-01,4.870898e+00
1.912727e-01,1.728418e-01,4.840055e+00
1.942929e-01,1.716957e-01,4.807960e+00
1.973131e-01,1.704991e-01,4.774451e+00
2.003333e-01,1.692630e-01,4.739839e+00
2.033535e-01,1.679831e-01,4.703999e+00
2.063737e-01,1.666628e-01,4.667025e+00
2.093939e-01,1.653063e-01,4.629040e+00
2.124141e-01,1.639146e-01,4.590068e+00
2.154343e-01,1.624952e-01,4.550320e+00
2.184545e-01,1.610394e-01,4.509553e+00
2.214747e-01,1.595616e-01,4.468173e+00
2.244949e-01,1.580589e-01,4.426091e+00
2.275152e-01,1.565350e-01,4.383420e+00
2.305354e-01,1.549905e-01,4.340167e+00
2.335556e-01,1.534311e-01,4.296501e+00
2.365758e-01,1.518603e-01,4.252514e+00
2.395960e-01,1.502757e-01,4.208140e+00
2.426162e-01,1.486738e-01,4.163283e+00
2.456364e-01,1.470715e-01,4.118413e+00
2.486566e-01,1.454606e-01,4.073304e+00
2.516768e-01,1.438485e-01,4.028161e+00
2.546970e-01,1.422424e-01,3.983185e+00
2.577172e-01,1.406180e-01,3.937697e+00
2.607374e-01,1.390055e-01,3.892542e+00
2.637576e-01,1.373951e-01,3.847447e+00
2.667778e-01,1.357877e-01,3.802436e+00
2.697980e-01,1.341877e-01,3.757632e+00
2.728182e-01,1.325966e-01,3.713076e+00
2.758384e-01,1.310106e-01,3.668662e+00
2.788586e-01,1.294323e-01,3.624466e+00
2.818788e-01,1.278659e-01,3.580602e+00
2.848990e-01,1.263080e-01,3.536979e+00
2.879192e-01,1.247629e-01,3.493710e+00
