Energy_au,CrossSection_au,CrossSection_Mb
1.000000e-03,7.930465e-03,2.220752e-01
4.020202e-03,8.064782e-03,2.258365e-01
7.040404e-03,8.183234e-03,2.291535e-01
1.006061e-02,7.626579e-03,2.135656e-01
1.308081e-02,7.705639e-03,2.157795e-01
1.610101e-02,7.769038e-03,2.175548e-01
1.912121e-02,7.816739e-03,2.188906e-01
2.214141e-02,7.848768e-03,2.197875e-01
2.516162e-02,7.865301e-03,2.202505e-01
2.818182e-02,7.866152e-03,2.202743e-01
3.120202e-02,7.851901e-03,2.198752e-01
3.422222e-02,7.823022e-03,2.190665e-01
3.724242e-02,7.779932e-03,2.178599e-01
4.026263e-02,7.723135e-03,2.162694e-01
4.328283e-02,7.653356e-03,2.143154e-01
4.630303e-02,7.571260e-03,2.120165e-01
4.932323e-02,7.477822e-03,2.094000e-01
5.234343e-02,7.373494e-03,2.064785e-01
5.536364e-02,7.259423e-03,2.032842e-01
5.838384e-02,7.136438e-03,1.998403e-01
6.140404e-02,7.005357e-03,1.961696e-01
6.442424e-02,6.867198e-03,1.923008e-01
6.744444e-02,6.722545e-03,1.882501e-01
7.046465e-02,6.572507e-03,1.840486e-01
7.348485e-02,6.417847e-03,1.797177e-01
7.650505e-02,6.259385e-03,1.752803e-01
7.952525e-02,6.098054e-03,1.707626e-01
8.254545e-02,5.933784e-03,1.661626e-01
8.556566e-02,5.768115e-03,1.615234e-01
8.858586e-02,5.601407e-03,1.568551e-01
9.160606e-02,5.434198e-03,1.521728e-01
9.462626e-02,5.267062e-03,1.474925e-01
9.764646e-02,5.100463e-03,1.428272e-01
1.006667e-01,5.013525e-03,1.403927e-01
1.036869e-01,4.844321e-03,1.356545e-01
1.067071e-01,4.677298e-03,1.309774e-01
1.097273e-01,4.512217e-03,1.263547e-01
1.127475e-01,4.349957e-03,1.218110e-01
1.157677e-01,4.190147e-03,1.173358e-01
1.187879e-01,4.033176e-03,1.129402e-01
1.218081e-01,3.879714e-03,1.086429e-01
1.248283e-01,3.729154e-03,1.044268e-01
1.278485e-01,3.581860e-03,1.003021e-01
1.308687e-01,3.438253e-03,9.628072e-02
1.338889e-01,3.298145e-03,9.235730e-02
1.369091e-01,3.161676e-03,8.853578e-02
1.399293e-01,3.028838e-03,8.481593e-02
1.429495e-01,2.899699e-03,8.119968e-02
1.459697e-01,2.774132e-03,7.768347e-02
1.489899e-01,2.652451e-03,7.427606e-02
1.520101e-01,2.534223e-03,7.096535e-02
1.550303e-01,2.419705e-03,6.775853e-02
1.580505e-01,2.308637e-03,6.464831e-02
1.610707e-01,2.201187e-03,6.163939e-02
1.640909e-01,2.097317e-03,5.873076e-02
1.671111e-01,1.997006e-03,5.592175e-02
1.701313e-01,1.899780e-03,5.319916e-02
1.731515e-01,1.806175e-03,5.057795e-02
1.761717e-01,1.715699e-03,4.804437e-02
1.791919e-01,1.628409e-03,4.560001e-02
1.822121e-01,1.544267e-03,4.324379e-02
1.852323e-01,1.463273e-03,4.097573e-02
1.882525e-01,1.385134e-03,3.878764e-02
1.912727e-01,1.310033e-03,3.668460e-02
1.942929e-01,1.237686e-03,3.465867e-02
1.973131e-01,1.168208e-03,3.271309e-02
2.003333e-01,1.101428e-03,3.084307e-02
2.033535e-01,1.037315e-03,2.904772e-02
2.063737e-01,9.757452e-04,2.732360e-02
2.093939e-01,9.167025e-04,2.567024e-02
2.124141e-01,8.600697e-04,2.408436e-02
2.154343e-01,8.058610e-04,2.256636e-02
2.184545e-01,7.539464e-04,2.111261e-02
2.214747e-01,7.042969e-04,1.972228e-02
2.244949e-01,6.568547e-04,1.839377e-02
2.275152e-01,6.115488e-04,1.712508e-02
2.305354e-01,5.683060e-04,1.591416e-02
2.335556e-01,5.271055e-04,1.476043e-02
2.365758e-01,4.878852e-04,1.366215e-02
2.395960e-01,4.505301e-04,1.261610e-02
2.426162e-01,4.150834e-04,1.162350e-02
2.456364e-01,3.814053e-04,1.068042e-02
2.486566e-01,3.495080e-04,9.787203e-03
2.516768e-01,3.193346e-04,8.942264e-03
2.546970e-01,2.908092e-04,8.143471e-03
2.577172e-01,2.639153e-04,7.390368e-03
2.607374e-01,2.385948e-04,6.681321e-03
2.637576e-01,2.148061e-04,6.015173e-03
2.667778e-01,1.924919e-04,5.390314e-03
2.697980e-01,1.716396e-04,4.806388e-03
2.728182e-01,1.521826e-04,4.261539e-03
2.758384e-01,1.340931e-04,3.754981e-03
2.788586e-01,1.173309e-04,3.285593e-03
2.818788e-01,1.018540e-04,2.852197e-03
2.848990e-01,8.762989e-05,2.453882e-03
2.879192e-01,7.461597e-05,2.089456e-03
2.909394e-01,6.277652e-05,1.757918e-03
2.939596e-01,5.208186e-05,1.458438e-03
2.969798e-01,4.249186e-05,1.189891e-03
3.000000e-01,3.397193e-05,9.513092e-04
3.100000e-01,1.298053e-05,3.634913e-04
3.270707e-01,1.896997e-10,5.312123e-09
3.441414e-01,1.092222e-05,3.058527e-04
3.612121e-01,4.025339e-05,1.127208e-03
3.782828e-01,8.271166e-05,2.316158e-03
3.953535e-01,1.332905e-04,3.732508e-03
4.124242e-01,1.873639e-04,5.246714e-03
4.294949e-01,2.408455e-04,6.744349e-03
4.465657e-01,2.903359e-04,8.130219e-03
4.636364e-01,3.332230e-04,9.331178e-03
4.807071e-01,3.677497e-04,1.029802e-02
4.977778e-01,3.929634e-04,1.100407e-02
5.148485e-01,4.086758e-04,1.144407e-02
5.319192e-01,4.152434e-04,1.162798e-02
5.489899e-01,4.135343e-04,1.158012e-02
5.660606e-01,4.045494e-04,1.132852e-02
5.831313e-01,3.896295e-04,1.091072e-02
6.002020e-01,3.700398e-04,1.036215e-02
6.172727e-01,3.469018e-04,9.714221e-03
6.343434e-01,3.214014e-04,9.000139e-03
6.514141e-01,2.944880e-04,8.246488e-03
6.684848e-01,2.669849e-04,7.476325e-03
6.855556e-01,2.395761e-04,6.708801e-03
7.026263e-01,2.127946e-04,5.958846e-03
7.196970e-01,1.870455e-04,5.237797e-03
7.367677e-01,1.626639e-04,4.555044e-03
7.538384e-01,1.398859e-04,3.917198e-03
7.709091e-01,1.188542e-04,3.328250e-03
7.879798e-01,9.966692e-05,2.790953e-03
8.050505e-01,8.235499e-05,2.306170e-03
8.221212e-01,6.693197e-05,1.874283e-03
8.391919e-01,5.336460e-05,1.494358e-03
8.562626e-01,4.160033e-05,1.164926e-03
8.733333e-01,3.155357e-05,8.835882e-04
8.904040e-01,2.313992e-05,6.479826e-04
9.074747e-01,1.625072e-05,4.550656e-04
9.245455e-01,1.076951e-05,3.015764e-04
9.416162e-01,6.572193e-06,1.840398e-04
9.586869e-01,3.529875e-06,9.884638e-05
9.757576e-01,1.509284e-06,4.226418e-05
9.928283e-01,3.773890e-07,1.056795e-05
1.009899e+00,1.389558e-09,3.891151e-08
1.026970e+00,2.516778e-07,7.047682e-06
1.044040e+00,1.003626e-06,2.810435e-05
1.061111e+00,2.139511e-06,5.991229e-05
1.078182e+00,3.550002e-06,9.941001e-05
1.095253e+00,5.135818e-06,1.438173e-04
1.112323e+00,6.808568e-06,1.906590e-04
1.129394e+00,8.491762e-06,2.377931e-04
1.146465e+00,1.012101e-05,2.834166e-04
1.163535e+00,1.164355e-05,3.260519e-04
1.180606e+00,1.301932e-05,3.645773e-04
1.197677e+00,1.421832e-05,3.981528e-04
1.214747e+00,1.522158e-05,4.262468e-04
1.231818e+00,1.601920e-05,4.485823e-04
1.248889e+00,1.660622e-05,4.650206e-04
1.265960e+00,1.698949e-05,4.757534e-04
1.283030e+00,1.717690e-05,4.810012e-04
1.300101e+00,1.718191e-05,4.811417e-04
1.317172e+00,1.702127e-05,4.766431e-04
1.334242e+00,1.671220e-05,4.679883e-04
1.351313e+00,1.627451e-05,4.557319e-04
1.368384e+00,1.573077e-05,4.405057e-04
1.385455e+00,1.509182e-05,4.226132e-04
1.402525e+00,1.438479e-05,4.028145e-04
1.419596e+00,1.362397e-05,3.815094e-04
1.436667e+00,1.282649e-05,3.591778e-04
1.453737e+00,1.200681e-05,3.362242e-04
1.470808e+00,1.117916e-05,3.130477e-04
1.487879e+00,1.035273e-05,2.899054e-04
1.504949e+00,9.539965e-06,2.671457e-04
1.522020e+00,8.748937e-06,2.449947e-04
1.539091e+00,7.986141e-06,2.236343e-04
1.556162e+00,7.257868e-06,2.032406e-04
1.573232e+00,6.568053e-06,1.839239e-04
1.590303e+00,5.920166e-06,1.657812e-04
1.607374e+00,5.316165e-06,1.488675e-04
1.624444e+00,4.757347e-06,1.332190e-04
1.641515e+00,4.244335e-06,1.188533e-04
1.658586e+00,3.775508e-06,1.057248e-04
1.675657e+00,3.351077e-06,9.383955e-05
1.692727e+00,2.969112e-06,8.314344e-05
1.709798e+00,2.627742e-06,7.358414e-05
1.726869e+00,2.324613e-06,6.509568e-05
1.743939e+00,2.057292e-06,5.760994e-05
