Energy_au,CrossSection_au,CrossSection_Mb
1.000000e-03,7.382341e-02,2.067262e+00
4.020202e-03,6.852341e-02,1.918847e+00
7.040404e-03,7.342616e-02,2.056138e+00
1.006061e-02,8.248433e-02,2.309792e+00
1.308081e-02,8.810868e-02,2.467290e+00
1.610101e-02,9.388262e-02,2.628976e+00
1.912121e-02,9.978947e-02,2.794384e+00
2.214141e-02,1.058187e-01,2.963219e+00
2.516162e-02,1.119469e-01,3.134827e+00
2.818182e-02,1.181620e-01,3.308867e+00
3.120202e-02,1.244297e-01,3.484381e+00
3.422222e-02,1.307273e-01,3.660731e+00
3.724242e-02,1.370171e-01,3.836862e+00
4.026263e-02,1.432715e-01,4.012004e+00
4.328283e-02,1.494516e-01,4.185063e+00
4.630303e-02,1.555231e-01,4.355081e+00
4.932323e-02,1.614514e-01,4.521091e+00
5.234343e-02,1.671846e-01,4.681636e+00
5.536364e-02,1.727011e-01,4.836114e+00
5.838384e-02,1.779650e-01,4.983518e+00
6.140404e-02,1.829438e-01,5.122939e+00
6.442424e-02,1.876198e-01,5.253879e+00
6.744444e-02,1.919276e-01,5.374509e+00
7.046465e-02,1.958878e-01,5.485407e+00
7.348485e-02,1.994767e-01,5.585907e+00
7.650505e-02,2.026791e-01,5.675582e+00
7.952525e-02,2.054870e-01,5.754213e+00
8.254545e-02,2.078929e-01,5.821582e+00
8.556566e-02,2.099118e-01,5.878119e+00
8.858586e-02,2.115410e-01,5.923740e+00
9.160606e-02,2.127984e-01,5.958952e+00
9.462626e-02,2.136907e-01,5.983937e+00
9.764646e-02,2.142381e-01,5.999267e+00
1.006667e-01,2.189422e-01,6.130994e+00
1.036869e-01,2.187708e-01,6.126195e+00
1.067071e-01,2.183124e-01,6.113359e+00
1.097273e-01,2.175846e-01,6.092979e+00
1.127475e-01,2.166247e-01,6.066099e+00
1.157677e-01,2.154319e-01,6.032698e+00
1.187879e-01,2.140342e-01,5.993558e+00
1.218081e-01,2.124545e-01,5.949321e+00
1.248283e-01,2.107146e-01,5.900600e+00
1.278485e-01,2.088253e-01,5.847692e+00
1.308687e-01,2.068070e-01,5.791174e+00
1.338889e-01,2.046705e-01,5.731346e+00
1.369091e-01,2.024356e-01,5.668763e+00
1.399293e-01,2.001254e-01,5.604071e+00
1.429495e-01,1.977341e-01,5.537109e+00
1.459697e-01,1.952751e-01,5.468250e+00
1.489899e-01,1.927724e-01,5.398167e+00
1.520101e-01,1.902176e-01,5.326625e+00
1.550303e-01,1.876318e-01,5.254214e+00
1.580505e-01,1.850245e-01,5.181205e+00
1.610707e-01,1.823919e-01,5.107485e+00
1.640909e-01,1.797409e-01,5.033249e+00
1.671111e-01,1.770785e-01,4.958695e+00
1.701313e-01,1.744138e-01,4.884076e+00
1.731515e-01,1.717542e-01,4.809597e+00
1.761717e-01,1.690814e-01,4.734754e+00
1.791919e-01,1.664249e-01,4.660364e+00
1.822121e-01,1.637737e-01,4.586123e+00
1.852323e-01,1.611337e-01,4.512193e+00
1.882525e-01,1.585012e-01,4.438477e+00
1.912727e-01,1.558893e-01,4.365336e+00
1.942929e-01,1.532847e-01,4.292401e+00
1.973131e-01,1.507148e-01,4.220435e+00
2.003333e-01,1.481377e-01,4.148271e+00
2.033535e-01,1.455963e-01,4.077104e+00
2.063737e-01,1.430729e-01,4.006442e+00
2.093939e-01,1.405704e-01,3.936364e+00
2.124141e-01,1.380908e-01,3.866928e+00
2.154343e-01,1.356357e-01,3.798179e+00
2.184545e-01,1.332002e-01,3.729980e+00
2.214747e-01,1.307941e-01,3.662602e+00
2.244949e-01,1.284106e-01,3.595857e+00
2.275152e-01,1.260525e-01,3.529824e+00
2.305354e-01,1.237179e-01,3.464448e+00
2.335556e-01,1.214129e-01,3.399900e+00
2.365758e-01,1.191336e-01,3.336074e+00
2.395960e-01,1.168835e-01,3.273065e+00
2.426162e-01,1.146571e-01,3.210720e+00
2.456364e-01,1.124600e-01,3.149196e+00
2.486566e-01,1.102900e-01,3.088429e+00
2.516768e-01,1.081500e-01,3.028502e+00
2.546970e-01,1.060409e-01,2.969443e+00
2.577172e-01,1.039558e-01,2.911053e+00
2.607374e-01,1.019010e-01,2.853513e+00
2.637576e-01,9.987751e-02,2.796850e+00
2.667778e-01,9.789058e-02,2.741210e+00
2.697980e-01,9.591749e-02,2.685958e+00
2.728182e-01,9.398147e-02,2.631744e+00
2.758384e-01,9.207521e-02,2.578364e+00
2.788586e-01,9.019894e-02,2.525823e+00
2.818788e-01,8.835548e-02,2.474201e+00
2.848990e-01,8.653644e-02,2.423263e+00
2.879192e-01,8.475192e-02,2.373291e+00
2.909394e-01,8.299392e-02,2.324062e+00
2.939596e-01,8.126842e-02,2.275743e+00
2.969798e-01,7.957179e-02,2.228233e+00
3.000000e-01,7.790569e-02,2.181577e+00
3.100000e-01,7.259967e-02,2.032994e+00
3.270707e-01,6.427107e-02,1.799770e+00
3.441414e-01,5.682767e-02,1.591334e+00
3.612121e-01,5.020563e-02,1.405898e+00
3.782828e-01,4.433412e-02,1.241480e+00
3.953535e-01,3.914420e-02,1.096147e+00
4.124242e-01,3.455078e-02,9.675185e-01
4.294949e-01,3.049410e-02,8.539202e-01
4.465657e-01,2.690715e-02,7.534755e-01
4.636364e-01,2.373184e-02,6.645581e-01
4.807071e-01,2.091787e-02,5.857590e-01
4.977778e-01,1.842209e-02,5.158701e-01
5.148485e-01,1.620797e-02,4.538686e-01
5.319192e-01,1.424440e-02,3.988832e-01
5.489899e-01,1.250589e-02,3.501999e-01
5.660606e-01,1.096796e-02,3.071336e-01
5.831313e-01,9.613437e-03,2.692032e-01
6.002020e-01,8.425182e-03,2.359287e-01
6.172727e-01,7.385903e-03,2.068260e-01
6.343434e-01,6.482925e-03,1.815400e-01
6.514141e-01,5.701963e-03,1.596709e-01
6.684848e-01,5.029999e-03,1.408541e-01
6.855556e-01,4.454812e-03,1.247472e-01
7.026263e-01,3.964390e-03,1.110140e-01
7.196970e-01,3.547778e-03,9.934770e-02
7.367677e-01,3.195249e-03,8.947591e-02
7.538384e-01,2.897501e-03,8.113815e-02
7.709091e-01,2.646419e-03,7.410714e-02
7.879798e-01,2.434847e-03,6.818252e-02
8.050505e-01,2.256615e-03,6.319153e-02
8.221212e-01,2.106387e-03,5.898473e-02
8.391919e-01,1.979723e-03,5.543779e-02
8.562626e-01,1.872865e-03,5.244546e-02
8.733333e-01,1.782689e-03,4.992027e-02
8.904040e-01,1.706660e-03,4.779127e-02
9.074747e-01,1.642689e-03,4.599990e-02
9.245455e-01,1.589090e-03,4.449896e-02
9.416162e-01,1.544519e-03,4.325084e-02
9.586869e-01,1.508066e-03,4.223006e-02
9.757576e-01,1.478130e-03,4.139177e-02
9.928283e-01,1.454755e-03,4.073721e-02
1.009899e+00,1.437095e-03,4.024268e-02
1.026970e+00,1.424692e-03,3.989536e-02
1.044040e+00,1.417089e-03,3.968246e-02
1.061111e+00,1.413993e-03,3.959575e-02
1.078182e+00,1.415025e-03,3.962465e-02
1.095253e+00,1.419962e-03,3.976293e-02
1.112323e+00,1.428492e-03,4.000178e-02
1.129394e+00,1.440351e-03,4.033387e-02
1.146465e+00,1.455302e-03,4.075253e-02
1.163535e+00,1.473028e-03,4.124891e-02
1.180606e+00,1.493308e-03,4.181680e-02
1.197677e+00,1.515832e-03,4.244755e-02
1.214747e+00,1.540353e-03,4.313419e-02
1.231818e+00,1.566607e-03,4.386938e-02
1.248889e+00,1.594312e-03,4.464520e-02
1.265960e+00,1.623208e-03,4.545438e-02
1.283030e+00,1.653072e-03,4.629064e-02
1.300101e+00,1.683669e-03,4.714745e-02
1.317172e+00,1.714785e-03,4.801879e-02
1.334242e+00,1.746243e-03,4.889970e-02
1.351313e+00,1.777868e-03,4.978528e-02
1.368384e+00,1.809520e-03,5.067161e-02
1.385455e+00,1.841048e-03,5.155449e-02
1.402525e+00,1.872372e-03,5.243166e-02
1.419596e+00,1.903401e-03,5.330056e-02
1.436667e+00,1.934096e-03,5.416011e-02
1.453737e+00,1.964384e-03,5.500825e-02
1.470808e+00,1.994224e-03,5.584387e-02
1.487879e+00,2.023618e-03,5.666697e-02
1.504949e+00,2.052531e-03,5.747662e-02
1.522020e+00,2.081284e-03,5.828177e-02
1.539091e+00,2.108943e-03,5.905631e-02
1.556162e+00,2.136425e-03,5.982588e-02
1.573232e+00,2.163407e-03,6.058145e-02
1.590303e+00,2.189955e-03,6.132488e-02
1.607374e+00,2.216017e-03,6.205468e-02
1.624444e+00,2.241621e-03,6.277166e-02
1.641515e+00,2.267170e-03,6.348712e-02
1.658586e+00,2.291411e-03,6.416594e-02
1.675657e+00,2.315598e-03,6.484322e-02
1.692727e+00,2.339281e-03,6.550641e-02
1.709798e+00,2.362600e-03,6.615943e-02
1.726869e+00,2.385092e-03,6.678924e-02
1.743939e+00,2.407164e-03,6.740733e-02
1.761010e+00,2.428642e-03,6.800878e-02
1.778081e+00,2.449589e-03,6.859535e-02
1.795152e+00,2.469720e-03,6.915908e-02
1.812222e+00,2.489601e-03,6.971581e-02
1.829293e+00,2.507937e-03,7.022927e-02
1.846364e+00,2.526056e-03,7.073665e-02
1.863434e+00,2.543062e-03,7.121287e-02
1.880505e+00,2.559374e-03,7.166965e-02
1.897576e+00,2.574765e-03,7.210063e-02
1.914646e+00,2.589240e-03,7.250596e-02
1.931717e+00,2.602859e-03,7.288735e-02
1.948788e+00,2.615336e-03,7.323672e-02
1.965859e+00,2.626921e-03,7.356115e-02
1.982929e+00,2.637520e-03,7.385793e-02
2.000000e+00,2.647135e-03,7.412720e-02
