Energy_au,CrossSection_au,CrossSection_Mb
1.000000e-03,2.341294e-02,6.556280e-01
4.020202e-03,4.174481e-02,1.168972e+00
7.040404e-03,5.180678e-02,1.450735e+00
1.006061e-02,3.795863e-02,1.062948e+00
1.308081e-02,4.242170e-02,1.187926e+00
1.610101e-02,4.498184e-02,1.259617e+00
1.912121e-02,4.631393e-02,1.296920e+00
2.214141e-02,4.684434e-02,1.311773e+00
2.516162e-02,4.684662e-02,1.311837e+00
2.818182e-02,4.649207e-02,1.301908e+00
3.120202e-02,4.589542e-02,1.285200e+00
3.422222e-02,4.513394e-02,1.263877e+00
3.724242e-02,4.425801e-02,1.239348e+00
4.026263e-02,4.330494e-02,1.212660e+00
4.328283e-02,4.230239e-02,1.184585e+00
4.630303e-02,4.126601e-02,1.155564e+00
4.932323e-02,4.021005e-02,1.125994e+00
5.234343e-02,3.914326e-02,1.096121e+00
5.536364e-02,3.807335e-02,1.066161e+00
5.838384e-02,3.700577e-02,1.036265e+00
6.140404e-02,3.594250e-02,1.006491e+00
6.442424e-02,3.488819e-02,9.769670e-01
6.744444e-02,3.384337e-02,9.477090e-01
7.046465e-02,3.281011e-02,9.187748e-01
7.348485e-02,3.178969e-02,8.902004e-01
7.650505e-02,3.078257e-02,8.619983e-01
7.952525e-02,2.978946e-02,8.341883e-01
8.254545e-02,2.880819e-02,8.067100e-01
8.556566e-02,2.784271e-02,7.796739e-01
8.858586e-02,2.689181e-02,7.530459e-01
9.160606e-02,2.595549e-02,7.268264e-01
9.462626e-02,2.503367e-02,7.010127e-01
9.764646e-02,2.412677e-02,6.756173e-01
1.006667e-01,2.122541e-02,5.943710e-01
1.036869e-01,2.036497e-02,5.702762e-01
1.067071e-01,1.952149e-02,5.466563e-01
1.097273e-01,1.869414e-02,5.234882e-01
1.127475e-01,1.788487e-02,5.008264e-01
1.157677e-01,1.709303e-02,4.786527e-01
1.187879e-01,1.631743e-02,4.569338e-01
1.218081e-01,1.556034e-02,4.357330e-01
1.248283e-01,1.482036e-02,4.150117e-01
1.278485e-01,1.409777e-02,3.947771e-01
1.308687e-01,1.339373e-02,3.750620e-01
1.338889e-01,1.270699e-02,3.558314e-01
1.369091e-01,1.203869e-02,3.371172e-01
1.399293e-01,1.138816e-02,3.189003e-01
1.429495e-01,1.075618e-02,3.012031e-01
1.459697e-01,1.014218e-02,2.840095e-01
1.489899e-01,9.546817e-03,2.673376e-01
1.520101e-01,8.970422e-03,2.511969e-01
1.550303e-01,8.411937e-03,2.355578e-01
1.580505e-01,7.872622e-03,2.204554e-01
1.610707e-01,7.352069e-03,2.058785e-01
1.640909e-01,6.850346e-03,1.918289e-01
1.671111e-01,6.367287e-03,1.783019e-01
1.701313e-01,5.903542e-03,1.653157e-01
1.731515e-01,5.458681e-03,1.528584e-01
1.761717e-01,5.032649e-03,1.409283e-01
1.791919e-01,4.625751e-03,1.295340e-01
1.822121e-01,4.237631e-03,1.186655e-01
1.852323e-01,3.868643e-03,1.083328e-01
1.882525e-01,3.518249e-03,9.852082e-02
1.912727e-01,3.186746e-03,8.923781e-02
1.942929e-01,2.873815e-03,8.047487e-02
1.973131e-01,2.579617e-03,7.223650e-02
2.003333e-01,2.303415e-03,6.450208e-02
2.033535e-01,2.045629e-03,5.728333e-02
2.063737e-01,1.805813e-03,5.056781e-02
2.093939e-01,1.583736e-03,4.434905e-02
2.124141e-01,1.379217e-03,3.862195e-02
2.154343e-01,1.191901e-03,3.337657e-02
2.184545e-01,1.021569e-03,2.860680e-02
2.214747e-01,8.678687e-04,2.430275e-02
2.244949e-01,7.304531e-04,2.045473e-02
2.275152e-01,6.089862e-04,1.705332e-02
2.305354e-01,5.030451e-04,1.408667e-02
2.335556e-01,4.122561e-04,1.154433e-02
2.365758e-01,3.362161e-04,9.414992e-03
2.395960e-01,2.743953e-04,7.683836e-03
2.426162e-01,2.264230e-04,6.340478e-03
2.456364e-01,1.917957e-04,5.370818e-03
2.486566e-01,1.700277e-04,4.761253e-03
2.516768e-01,1.606197e-04,4.497801e-03
2.546970e-01,1.630625e-04,4.566206e-03
2.577172e-01,1.768348e-04,4.951870e-03
2.607374e-01,2.014205e-04,5.640337e-03
2.637576e-01,2.362690e-04,6.616194e-03
2.667778e-01,2.808880e-04,7.865652e-03
2.697980e-01,3.346460e-04,9.371024e-03
2.728182e-01,3.970891e-04,1.111961e-02
2.758384e-01,4.676514e-04,1.309555e-02
2.788586e-01,5.457867e-04,1.528355e-02
2.818788e-01,6.309607e-04,1.766867e-02
2.848990e-01,7.226423e-04,2.023601e-02
2.879192e-01,8.203126e-04,2.297105e-02
2.909394e-01,9.234229e-04,2.585843e-02
2.939596e-01,1.031491e-03,2.888462e-02
2.969798e-01,1.143980e-03,3.203464e-02
3.000000e-01,1.260397e-03,3.529463e-02
3.100000e-01,1.667958e-03,4.670749e-02
3.270707e-01,2.404073e-03,6.732079e-02
3.441414e-01,3.129271e-03,8.762836e-02
3.612121e-01,3.785185e-03,1.059958e-01
3.782828e-01,4.328934e-03,1.212223e-01
3.953535e-01,4.733392e-03,1.325482e-01
4.124242e-01,4.985691e-03,1.396133e-01
4.294949e-01,5.086803e-03,1.424447e-01
4.465657e-01,5.047917e-03,1.413558e-01
4.636364e-01,4.888542e-03,1.368929e-01
4.807071e-01,4.632464e-03,1.297220e-01
4.977778e-01,4.305368e-03,1.205624e-01
5.148485e-01,3.931955e-03,1.101058e-01
5.319192e-01,3.534320e-03,9.897084e-02
5.489899e-01,3.130906e-03,8.767414e-02
5.660606e-01,2.736136e-03,7.661946e-02
5.831313e-01,2.360546e-03,6.610191e-02
6.002020e-01,2.011302e-03,5.632209e-02
6.172727e-01,1.692725e-03,4.740104e-02
6.343434e-01,1.406912e-03,3.939747e-02
6.514141e-01,1.154299e-03,3.232361e-02
6.684848e-01,9.341505e-04,2.615883e-02
6.855556e-01,7.449523e-04,2.086075e-02
7.026263e-01,5.846397e-04,1.637155e-02
7.196970e-01,4.508199e-04,1.262422e-02
7.367677e-01,3.410622e-04,9.550698e-03
7.538384e-01,2.527920e-04,7.078884e-03
7.709091e-01,1.834543e-04,5.137233e-03
7.879798e-01,1.305695e-04,3.656312e-03
8.050505e-01,9.173243e-05,2.568765e-03
8.221212e-01,6.465291e-05,1.810463e-03
8.391919e-01,4.717175e-05,1.320941e-03
8.562626e-01,3.728539e-05,1.044095e-03
8.733333e-01,3.317273e-05,9.289294e-04
8.904040e-01,3.321188e-05,9.300255e-04
9.074747e-01,3.600142e-05,1.008141e-03
9.245455e-01,4.037042e-05,1.130485e-03
9.416162e-01,4.538070e-05,1.270787e-03
9.586869e-01,5.031760e-05,1.409034e-03
9.757576e-01,5.465578e-05,1.530515e-03
9.928283e-01,5.808627e-05,1.626578e-03
1.009899e+00,6.042543e-05,1.692081e-03
1.026970e+00,6.161636e-05,1.725431e-03
1.044040e+00,6.169213e-05,1.727552e-03
1.061111e+00,6.074825e-05,1.701121e-03
1.078182e+00,5.891757e-05,1.649857e-03
1.095253e+00,5.635370e-05,1.578061e-03
1.112323e+00,5.321230e-05,1.490093e-03
1.129394e+00,4.964849e-05,1.390297e-03
1.146465e+00,4.580261e-05,1.282601e-03
1.163535e+00,4.179970e-05,1.170509e-03
1.180606e+00,3.774990e-05,1.057103e-03
1.197677e+00,3.374310e-05,9.449013e-04
1.214747e+00,2.985493e-05,8.360216e-04
1.231818e+00,2.614256e-05,7.320648e-04
1.248889e+00,2.265200e-05,6.343194e-04
1.265960e+00,1.941462e-05,5.436639e-04
1.283030e+00,1.645142e-05,4.606858e-04
1.300101e+00,1.377413e-05,3.857141e-04
1.317172e+00,1.138600e-05,3.188398e-04
1.334242e+00,9.283690e-06,2.599693e-04
1.351313e+00,7.458307e-06,2.088535e-04
1.368384e+00,5.896197e-06,1.651100e-04
1.385455e+00,4.580174e-06,1.282577e-04
1.402525e+00,3.490863e-06,9.775394e-05
1.419596e+00,2.606651e-06,7.299352e-05
1.436667e+00,1.905049e-06,5.334670e-05
1.453737e+00,1.363166e-06,3.817246e-05
1.470808e+00,9.584742e-07,2.683996e-05
1.487879e+00,6.692159e-07,1.873992e-05
1.504949e+00,4.749224e-07,1.329916e-05
1.522020e+00,3.567943e-07,9.991240e-06
1.539091e+00,2.978133e-07,8.339607e-06
1.556162e+00,2.832968e-07,7.933105e-06
1.573232e+00,3.005921e-07,8.417420e-06
1.590303e+00,3.392870e-07,9.500986e-06
1.607374e+00,3.911080e-07,1.095212e-05
1.624444e+00,4.497844e-07,1.259522e-05
1.641515e+00,5.110658e-07,1.431127e-05
1.658586e+00,5.714604e-07,1.600249e-05
1.675657e+00,6.301234e-07,1.764522e-05
1.692727e+00,6.864538e-07,1.922263e-05
1.709798e+00,7.409959e-07,2.074996e-05
1.726869e+00,7.946923e-07,2.225361e-05
1.743939e+00,8.492687e-07,2.378190e-05
1.761010e+00,9.064429e-07,2.538294e-05
1.778081e+00,9.681893e-07,2.711201e-05
1.795152e+00,1.035948e-06,2.900944e-05
1.812222e+00,1.111809e-06,3.113376e-05
1.829293e+00,1.196972e-06,3.351857e-05
1.846364e+00,1.292710e-06,3.619949e-05
1.863434e+00,1.399847e-06,3.919964e-05
1.880505e+00,1.518934e-06,4.253442e-05
1.897576e+00,1.650170e-06,4.620937e-05
1.914646e+00,1.793478e-06,5.022241e-05
1.931717e+00,1.948469e-06,5.456260e-05
1.948788e+00,2.114482e-06,5.921141e-05
1.965859e+00,2.290655e-06,6.414474e-05
1.982929e+00,2.475732e-06,6.932744e-05
2.000000e+00,2.668534e-06,7.472643e-05
