r,u,V
35.955992669451575,1.7440635237618106e-14,-0.027811775611179437
35.9659943363944,1.7271875196779868e-14,-0.027804041524526642
35.97599600333722,1.7104746798444645e-14,-0.02779631173817224
35.98599767028005,1.6939234280754767e-14,-0.027788586248530645
35.99599933722288,1.6775322033970236e-14,-0.027780865052020275
36.0060010041657,1.661299459900824e-14,-0.027773148145063528
36.016002671108524,1.645223666598806e-14,-0.027765435524086755
36.026004338051344,1.6293033072790893e-14,-0.0277577271855203
36.03600600499417,1.613536880364431e-14,-0.02775002312579845
36.04600767193699,1.5979228987702007e-14,-0.027742323341359468
36.05600933887982,1.5824598897645743e-14,-0.02773462782864555
36.06601100582264,1.5671463948312552e-14,-0.027726936584102857
36.076012672765465,1.5519809695308943e-14,-0.027719249604181474
36.086014339708285,1.5369621833663967e-14,-0.02771156688533544
36.09601600665111,1.52208861964759e-14,-0.027703888424022705
36.10601767359393,1.5073588753596447e-14,-0.027696214216705158
36.11601934053676,1.4927715610295213e-14,-0.027688544259848596
36.12602100747958,1.4783253005966315e-14,-0.027680878549922745
36.13602267442241,1.4640187312821422e-14,-0.02767321708340122
36.146024341365234,1.4498505034620444e-14,-0.027665559856761553
36.156026008308054,1.435819280540361e-14,-0.027657906866485178
36.16602767525088,1.4219237388223947e-14,-0.0276502581090574
36.1760293421937,1.4081625673916946e-14,-0.027642613580967434
36.18603100913653,1.3945344679853102e-14,-0.02763497327870836
36.19603267607935,1.3810381548737486e-14,-0.027627337198777146
36.206034343022175,1.3676723547374483e-14,-0.027619705337674615
36.216036009964995,1.3544358065504903e-14,-0.02761207769190548
36.22603767690782,1.3413272614583123e-14,-0.02760445425797829
36.23603934385064,1.3283454826631934e-14,-0.02759683503240546
36.24604101079347,1.3154892453061896e-14,-0.027589220011703254
36.25604267773629,1.302757336354204e-14,-0.027581609192391783
36.266044344679116,1.2901485544829274e-14,-0.027574002570994984
36.276046011621936,1.2776617099661729e-14,-0.027566400144040645
36.28604767856476,1.2652956245630524e-14,-0.027558801908060364
36.29604934550759,1.2530491314079589e-14,-0.02755120785958958
36.30605101245041,1.2409210748995802e-14,-0.027543617995167545
36.31605267939324,1.2289103105931973e-14,-0.02753603231133731
